bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
4012640047,4029131,34-19 77th Street,11372,Multifamily Housing,0,1951,109498,1,6,121,,,4.58,Multifamily Home,"{'Multifamily Home': 109498.0, 'Parking': 14168.0}",0,1802576.66,190,6567000,,,132,,,,
4052940013,4119727,36-19 167th Street,11358,Multifamily Housing,0,1938,82330,1,6,89,,,3.46,Multifamily Home,,0,871766,72,0,,,65,,,,3933866.34
3061380006,"3257057;3257056;3257057",10015 4th Ave,11209,Multifamily Housing,0,1985,72432,2,6,161.2,,,4.14,Multifamily Home,"{'Multifamily Home': 60742.0, 'Other': 8690.0, 'Medical Office': 3000.0, 'Parking': 38000.0}",0,4662944.97,164,,,,100,,,,
3002420027,3001978,62 Pierrepont St,11201,Multifamily Housing,0,1985,60750,1,8,87.2,,,3.37,Multifamily Home,,0,626726.4,54,3010300,,,37,,,,
1017750006,1054496,107-129 East 126th Street,10035,Multifamily Housing,0,1980,274857,1,11,128.3,,,4.67,Multifamily Home,,0,6024486.51,522,15375100,,,255,,,,
1002197504,1002844,169 Hudson Street,10013,Multifamily Housing,0,1915,75338,1,7,147.5,,,4.69,Multifamily Home,"{'Multifamily Home': 59841.0, 'Retail': 15497.0}",0,2763348.09,24,2197800,,,12,,,,
3001807502,3388709,557 Atlantic Avenue,11217,Multifamily Housing,0,2006,117919,1,8,123.9,,,4.15,Multifamily Home,"{'Multifamily Home': 99575.0, 'Retail': 18344.0}",0,1906574.42,75,3928500,,,75,,,,
1015950031,"1084511;1800293;1800291;1800287;1800286;1800284;1800283;1800282;1807019",1330 Fifth Avenue,10029,Multifamily Housing,0,1990,110834,1,6,174.1,,,6.38,Multifamily Home,"{'Multifamily Home': 93932.0, 'Other': 16902.0, 'Parking': 11658.0}",0,2710973.89,273,7660900,,,151,,,,
1020900029,1062361,3505 Broadway,10031,Multifamily Housing,0,1907,72444,1,6,84.8,,,4.71,Multifamily Home,"{'Multifamily Home': 63444.0, 'Other': 9000.0}",0,772773.64,50,,,,43,,3662816.11,,
3002360011,3001824,61-69 Pierrepont St,11201,Multifamily Housing,0,1987,60702,1,8,110.8,,,4.13,Multifamily Home,,0,826812.9,55,3615300,,,41,,,,
3067370023,3180684,1270 East 18th,11230,Multifamily Housing,0,1937,75600,1,6,127.4,,,5.12,Multifamily Home,,0,1086722,144,5951300,,,65,,,,
1020347501,"1087990;1087991;1087992;1087993;1087994;1087995;1087996;1060557;1060556;1060557",231 West 148 Street,10039,Multifamily Housing,0,1920,162306,8,6,85.4,,,3.16,Multifamily Home,"{'Multifamily Home': 159987.0, 'Other': 2319.0}",0,0,143,0,,,90,,21378061.56,,
1018760007,1056583,245 West 104th Street,10025,Multifamily Housing,0,1926,141625,1,15,104.5,,,5.77,Multifamily Home,"{'Multifamily Home': 137111.0, 'Other': 4514.0}",0,2088068.94,202,175900,,,78,,,,7845231.2
3062990043,3163921,2155 82nd Street,11214,Multifamily Housing,0,1962,84000,1,6,139.2,,,5.38,Multifamily Home,,0,1259137.18,85,6211700,,,85,,,,
1021090046,1062550,1001 St. Nicholas Ave,10032,Multifamily Housing,0,1923,76221,1,6,228.3,,,11.54,Multifamily Home,"{'Multifamily Home': 70221.0, 'Other': 6000.0}",0,2343368.42,132,506300,,,63,,,,9040557.75
2024790042,2002961,1155 Walton Ave,10452,Multifamily Housing,0,1940,61600,1,6,131.2,,,7.56,Multifamily Home,"{'Multifamily Home': 58200.0, 'Other': 3400.0}",0,1023535.17,63,9600,,,52,,,,4438023.94
3068180017,3183898,1820 East 13th Street,11229,Multifamily Housing,0,1941,123666,1,6,125.8,,,4.31,Multifamily Home,,0,1425291.35,309,7388100,,,94,,,,
4015080006,4037275,80-50 Baxter Ave,11373,Multifamily Housing,0,1955,51996,1,6,110.4,,,8.65,Multifamily Home,"{'Multifamily Home': 48996.0, 'Other': 3000.0}",0,810189.64,32,9800,,,65,,5542072.38,,
3053990021,"3127187;3823449",540 Ocean Parkway,11218,Multifamily Housing,0,1962,130496,1,6,133.5,,,5.25,Multifamily Home,,0,1977305.18,130,9231300,,,114,,,,
2028810084,"2092070;2092071",1849 Sedgwick Ave,10453,Multifamily Housing,0,1963,184844,2,14,126.9,,,5.05,Multifamily Home,,0,3227342.56,301,11004500,,,158,,637282.85,,
2028200009,2007823,1534 Selwyn Ave,10457,Multifamily Housing,0,1928,94311,1,6,104.2,,,5.69,Multifamily Home,,0,1313783.78,73,,,,72,,6814141.65,,
2028810075,2009250,1861 Sedgwick Ave,10453,Multifamily Housing,0,1941,84600,1,3,71.5,,,4.15,Multifamily Home,,0,367660.06,66,,,,46,,4909227.63,,
2032180011,2014737,2280 Andrews Ave,10468,Multifamily Housing,0,1931,81144,1,6,98.5,,,3.93,Multifamily Home,,0,912590.58,79,3978900,,,55,,560864.38,,
2033280075,2017803,3530 Rochambeau Ave,10467,Multifamily Housing,0,1955,81900,1,6,93.8,,,5.29,Multifamily Home,,0,971290.63,52,508500,,,69,,,,5116421.29
1008040049,"1078687;1078688;1078689",116 West 29th Street,10001,Multifamily Housing,0,1912,88368,3,4,64.3,,,2.39,Multifamily Home,"{'Multifamily Home': 74468.0, 'Retail': 13900.0}",0,916630.39,27,554000,,,18,,,2065101.55,
2032630098,"2016025;2821760",3873 Orloff Ave,10463,Multifamily Housing,0,1964,107162,1,7,120.9,,,6.58,Multifamily Home,,0,1657976.1,125,354800,,,90,,8005215.66,,
3059510001,3149233,7609 4th Avenue,11209,Multifamily Housing,0,1927,74109,1,6,82.8,,,3.65,Multifamily Home,,0,,,,,,81,,,,
1021140010,1062679,570 W 156 St,10032,Multifamily Housing,0,1987,50959,1,6,101.3,,,4.44,Multifamily Home,,0,920008.27,54,28800,,,54,,4257937.04,,
3067010047,3179400,1710 Avenue H,11230,Multifamily Housing,0,1937,56322,1,6,99.9,,,4.03,Multifamily Home,,0,456658.67,57,3804800,,,37,,,,
3002640015,3002538,142 Joralemon Street,11201,Multifamily Housing,0,1927,68515,1,13,158.2,,,5.53,Multifamily Home,,0,1976418.06,62,4036700,,,52,,,,
3002360088,"3001852;3818446",145 Hicks Street,11201,Multifamily Housing,0,1935,130074,1,6,91,,,3.48,Multifamily Home,,0,1461823.63,130,6712900,,,106,,,,
3003020009,3003273,200 Congress Street,11201,Multifamily Housing,0,1952,176955,1,6,66.1,,,2.55,Multifamily Home,,0,1395054.2,151,6380200,,,36,,,,
3011817502,3029651,225 Eastern Parkway,11238,Multifamily Housing,0,2006,97486,1,6,115.7,,,4.52,Multifamily Home,,0,1074797.06,83,7250900,,,55,,,,
3011817501,3029652,255 Eastern Parkway,11238,Multifamily Housing,0,1924,155400,1,6,108.1,,,4.22,Multifamily Home,,0,1868370.26,155,8650500,,,90,,,,
4050047501,4308862,35-20 147th Street,11354,Multifamily Housing,0,1988,109938,1,13,126.5,,,4.69,Multifamily Home,"{'Multifamily Home': 86298.0, 'Other': 11140.0, 'Office': 12500.0}",0,1951619.64,108,6875000,,2.3,66,,,,
2024560163,2002748,1188 Grand Concourse,10456,Multifamily Housing,0,1938,141593,1,6,92.2,,,3.56,Multifamily Home,"{'Multifamily Home': 136593.0, 'Other': 5000.0}",0,1467241.89,117,5297700,,,96,,3280446.4,,
3010987510,3347745,444 12th Street,11215,Multifamily Housing,0,2001,65628,1,7,130.6,,,4.53,Multifamily Home,,0,1604233.69,60,3230400,,,37,,,,
2028220012,2007856,1695 Grand Concourse,10453,Multifamily Housing,0,1954,85500,2,6,115,,,4.51,Multifamily Home,,0,1108855.64,99,5069300,,,77,,,0,
1013417501,1038935,330 East 49th Street,10017,Multifamily Housing,0,1962,87533,1,15,78.1,,,2.26,Multifamily Home,,0,2142991.9,80,282100,,,144,,,,
1012830058,1035422,18 E 48th St,10017,Office,0,1928,114874,1,22,177,,,5.34,,,,,,,,,,,,,
1004740030,1007048,483 Broadway,10013,Office,79,1900,62148,1,5,140.9,,,4.87,Office,"{'Retail': 20358.0, 'Office': 41790.0}",0,2135369.49,,,,2.3,,,,1299252.6,
3050850083,3116693,201 Linden Boulevard,11226,Multifamily Housing,0,1927,193544,1,6,105.5,,,4.09,,,,,,,,,,,,,
4030880001,4072178,6005 Woodhaven Blvd,11373,Multifamily Housing,0,1956,83934,1,6,78.5,,,2.42,,,,,,,,,,,,,
3009397502,"3018945;3018946;3018948;3018949",145 Park Place,11217,Multifamily Housing,0,1925,93534,1,8,75.1,,,1.99,Multifamily Home,"{'Multifamily Home': 85776.0, 'Other': 7758.0}",0,2118971.42,110,,,,47,,,,
2030330004,2094608,2490 Webster Ave,10458,Other,0,1922,41760,1,2,287,,,8.68,Warehouse (Unrefrigerated),"{'Supermarkets/Grocery': 15000.0, 'Warehouse (Unrefrigerated)': 20000.0, 'Other': 4560.0, 'Office': 2200.0, 'Parking': 16000.0}",0,3050177.87,,528800,,2.3,,,,,
2033160020,2017476,2710 Morris Ave,10468,Multifamily Housing,0,1928,100282,1,6,85.5,,,4.6,Multifamily Home,,0,1204139.16,180,,,,60,,6283789.17,,
4001840023,4002382,41-08 42 St,11104,Multifamily Housing,0,1937,75256,1,6,92.6,,,3.68,Multifamily Home,,0,874754.91,76,1982000,,,60,,,208243.79,
3069350001,3187689, 2652 Cropsey Ave,11214,Multifamily Housing,0,1967,199872,1,17,127.5,,,6.93,Multifamily Home,,0,3719762.4,190,,,,160,,6881485.59,,
2033190083,2017598,18 E 199 St,10468,Multifamily Housing,0,1927,118333,1,6,104.9,,,4.45,Multifamily Home,"{'Multifamily Home': 110833.0, 'Other': 7500.0}",0,1123523.83,99,8605700,,,67,,218298.85,,
4015570033,4038933,42-43 Ithaca St,11373,Multifamily Housing,0,1959,62417,1,6,123.7,,,4.8,Multifamily Home,,0,1142201.12,65,3473900,,,67,,,348778.87,
4098140026,4210057,164-30 Hillside Ave,11432,Multifamily Housing,0,1962,146880,1,16,134.6,,,5.09,Multifamily Home,,0,2717801.3,112,9035800,,,158,,,454738.41,
3061040001,"3155134;3826848",9323 Shore Road,11209,Multifamily Housing,0,1986,85152,1,6,90.1,,,3.38,Multifamily Home,"{'Multifamily Home': 85152.0, 'Parking': 2000.0}",0,1113055.82,74,3770900,,,72,,,,
3071780022,"3194676;3811486;3811483;3811481;3194689", 2400 East 3rd Street,11223,Multifamily Housing,0,1957,156610,1,6,141.7,,,5.13,Multifamily Home,,0,3329566.08,225,10161900,,,189,,,,
4097140018,4207777,141-05 Pershing Crescent,11435,Multifamily Housing,0,1959,106609,1,6,129,,,5.01,Multifamily Home,,0,1602084.13,97,7407800,,,118,,,,
4097120169,4207734,142-20 84 Drive,11435,Multifamily Housing,0,1959,66912,1,6,123.9,,,4.83,Multifamily Home,,0,996938.63,67,5735700,,,77,,,,
3053740021,"3126159;3811600",370 Ocean Parkway,11218,Multifamily Housing,0,1961,122823,1,12,176.8,,,6.68,Multifamily Home,,0,2844144.25,112,12685400,,,133,,,110994.01,
4031640012,4074920,67-30 Clyde Street,11375,Multifamily Housing,0,1953,125217,1,8,119.3,,,4.41,Multifamily Home,"{'Multifamily Home': 125217.0, 'Parking': 8250.0}",0,2319068.16,114,6905900,,,135,,,,
4012220009,4028068,65-15 38 Avenue,11377,Multifamily Housing,0,1958,148066,1,6,98.5,,,5.69,Multifamily Home,"{'Multifamily Home': 148066.0, 'Parking': 3600.0}",0,1919226.12,130,,,,145,,,,8851798.03
4011880055,4027128,60-11 Broadway,11377,Multifamily Housing,0,1962,149414,1,7,85,,,3.99,Multifamily Home,"{'Multifamily Home': 149414.0, 'Parking': 3900.0}",0,2394991.98,131,,,,126,,8986867.02,,
4006260001,4009057, 34-15 31st Ave,11106,Multifamily Housing,0,1927,54900,1,6,125.9,,,6.91,Multifamily Home,,0,758272.64,68,9500,,,60,,4896329.41,,
4030830061,4072134,63-84 Saunders Street,11374,Multifamily Housing,0,1952,153606,1,6,81.6,,,4.17,Multifamily Home,"{'Multifamily Home': 153606.0, 'Parking': 12000.0}",0,1859154.44,141,348800,,,121,,,,8992644.81
5028627501,"5043008;5802118",50 Belair Road,10305,Multifamily Housing,0,1985,54000,1,4,97,,,2.7,,,,,,,,,,,,,
2032480105,2015275,2710 Webb Ave,10468,Multifamily Housing,0,1937,88655,1,6,68.6,,,3.45,,,,,,,,,,,,,
4030790100,"4072064;4832088",62-98 Saunders Street,11374,Multifamily Housing,0,1930,89971,1,6,113.5,,,4.29,Multifamily Home,,0,1042120.34,89,5872400,,,89,,,,
2037990012,2026053,2039 Blackrock Ave,10472,Multifamily Housing,0,1964,84240,1,8,119.8,,,6.87,Multifamily Home,,0,1358030.59,63,100800,,,63,,,,5580162.46
2043100001,2049243,1144 Pelham Parkway South,10461,Multifamily Housing,0,1959,87500,1,6,100,,,5.88,Multifamily Home,"{'Multifamily Home': 87500.0, 'Parking': 2500.0}",0,1126884.65,63,381200,,,63,,,,4994573.22
3056780022,3139460,1440 54th Street,11219,Multifamily Housing,0,1938,74550,1,6,100.6,,,3.88,Multifamily Home,,0,877638.05,71,4616200,,,59,,,,
3063790050,3167045,30 Bay 29th Street,11214,Multifamily Housing,0,1960,120350,1,6,99.9,,,3.86,Multifamily Home,,0,1438983.7,,7138800,,,100,,,,
3072120104,3336554,557 Avenue Z,11223,Multifamily Housing,0,1951,106989,1,6,138.2,,,5.52,Multifamily Home,,0,1784810.38,130,8852900,,,120,,,,
1007870023,1014456,237 West 37th Street,10018,Office,92,1922,74079,1,14,118.1,,,4.32,Office,"{'Other': 3500.0, 'Office': 70579.0}",0,2152896.94,,1700,,2.3,,,1941944.38,,
4033410024,4079915,114-06 Queens Blvd,11375,Multifamily Housing,0,1939,70000,1,6,96.5,,,3.7,Multifamily Home,,0,839809.21,70,3683300,,,56,,,,
4012687501,4029201,34-44 82 St,11372,Multifamily Housing,0,1937,63616,1,6,130.6,,,5.27,Multifamily Home,,0,686477.34,55,5322500,,,55,,,,
3010987509,"3330612;3330614;3341032;3341033", 438 12th Street,11215,Multifamily Housing,0,1999,54211,5,8,123.3,,,4.3,Multifamily Home,,0,1238378.58,60,2709100,,,35,,,,
1015650009,1050534, 415 East 85th Street,10028,Multifamily Housing,0,1988,86700,1,12,117.9,,,6.39,Multifamily Home,"{'Multifamily Home': 86700.0, 'Parking': 5000.0}",0,1676278.07,100,253200,,,92,,,,5159532.15
3059590062,"3149768;3803412",243 78th Street,11209,Multifamily Housing,0,1940,72100,1,6,96.3,,,3.8,,,0,,,,,,,,,,
4033290004,4079501,118-14 83rd Ave,11415,Multifamily Housing,0,1939,103012,1,6,102,,,4.02,Multifamily Home,,0,1096831.76,103,6752400,,,77,,,,
4098370044,4210437,87-15 165 Street,11432,Multifamily Housing,0,1958,64156,1,6,119.9,,,4.61,Multifamily Home,,0,933854.16,55,4331600,,,86,,,,
3011710007,3029331,295 St. Johns Place,11238,Multifamily Housing,0,1983,100380,1,6,105.9,,,4.02,Multifamily Home,,0,1347235.02,120,5615500,,,54,,,,
3059040002,3147142,7261 Shore Road,11209,Multifamily Housing,0,1955,169038,1,6,83.1,,,3.19,Multifamily Home,"{'Multifamily Home': 169038.0, 'Parking': 9000.0}",0,1736496.46,300,7440400,,,132,,,,
1018770042,1056622,238-40 West 106th Street,10025,Multifamily Housing,0,1988,66000,1,6,108.4,,,6.42,Multifamily Home,,0,849857.55,110,0,,,48,,,,4591905.78
4001960032,4002642,47-20 42 Street,11104,Multifamily Housing,0,1938,64890,1,6,105.9,,,6.21,Multifamily Home,,0,723002.8,65,,,,59,,,,5372547.72
1004870012,1007310,383 West Broadway,10012,Multifamily Housing,0,1900,74536,1,6,65.4,,,3.3,Multifamily Home,"{'Multifamily Home': 60036.0, 'Other': 14500.0}",0,865706.29,18,68400,,,11,,,2602943.3,
4012790058,4029672,35-21 79 Street,11372,Multifamily Housing,0,1948,81667,1,6,90.4,,,3.44,Multifamily Home,,0,742516.03,70,8425800,,,82,,,,
4014550030,4035803,94-11 34 Road,11372,Multifamily Housing,0,1959,84378,1,6,99.4,,,5.59,Multifamily Home,,0,1006461.52,72,,,,81,,5062619.32,,0
4098840043,4211293,175-06 Devonshire Road,11432,Multifamily Housing,0,1939,104090,1,6,128.8,,,6.88,Multifamily Home,,0,2014656.34,95,,,,82,,,,7696337.06
3064150022,3168025,8721 Bay Parkway,11214,Multifamily Housing,0,1954,76174,1,6,108.5,,,4.12,Multifamily Home,,0,1201569.92,108,4329000,,,60,,,0,
4032920028,4078800,110-21 73 Rd,11375,Multifamily Housing,0,1937,116818,1,6,81.8,,,3.15,Multifamily Home,,0,1198492.3,116,5714200,,,71,,,,
1021790095,1064338,105 Pinhurst Ave,10033,Multifamily Housing,0,1925,72760,1,6,107.4,,,6.69,Multifamily Home,,0,758340.88,101,72700,,,59,,,,6405210.09
4014610035,4035890,87-15 37th Ave,11372,Multifamily Housing,0,1955,111368,1,6,112.2,,,4.38,Multifamily Home,"{'Multifamily Home': 104368.0, 'Medical Office': 7000.0, 'Parking': 11000.0}",0,1513249.3,109,6709500,,,103,,,,
4050447501,4309526,41-25 Kissena Boulevard,11355,Multifamily Housing,0,1963,298949,2,7,109,,,5.81,Multifamily Home,"{'Multifamily Home': 171990.0, 'Other': 123428.0, 'Office': 3531.0, 'Parking': 29550.0}",0,4381775.7,156,1096900,,2.3,204,,,,20269440.91
4053300001,4120349,157-11 Sanford Ave,11355,Multifamily Housing,0,1926,70332,1,6,115.8,,,6.43,Multifamily Home,,0,818238.54,138,301700,,,86,,5959808.17,,
4015080011,4037276,42-22 Ketcham Street,11373,Multifamily Housing,0,1926,109664,1,6,95,,,4.22,Multifamily Home,,0,1460209.76,135,7460600,,,127,,,,
4012637501,4029032,76-15 35th Ave,11372,Multifamily Housing,0,1939,109607,1,6,110.1,,,4.59,Multifamily Home,,0,1501201.52,132,8518900,,,100,,,,
4031007501,4072627,65-36 Wetherole Street,11374,Multifamily Housing,0,1941,58595,1,6,153.7,,,6.1,Multifamily Home,,0,744382.39,81,4026100,,,68,,,,
4014700024,4036196,37-30 83rd Street,11372,Multifamily Housing,0,1955,92028,1,7,96.7,,,3.89,Multifamily Home,,0,1163945.8,90,5576000,,,79,,,,
4012777501,4029591,35-50 78th Street,11372,Multifamily Housing,0,1937,54730,1,6,115.7,,,4.93,Multifamily Home,,0,730331.78,70,4172200,,,66,,,,
1018870040,1057065,250 Riverside Drive,10025,Multifamily Housing,0,1918,117507,1,9,61,,,3.34,Multifamily Home,,0,1043918.46,155,,,,70,,,,4488824.41
4049950058,"4113042;4802915",144-63 35th Ave,11354,Multifamily Housing,0,1967,79056,1,6,119.5,,,4.74,Multifamily Home,,0,1004636.1,125,6127200,,,72,,,,
4015050012,4037155,40-18 Hampton Street,11373,Multifamily Housing,0,1940,59890,1,6,123.6,,,7.35,Multifamily Home,,0,890119.15,66,,,,60,,,,5200397.66
4013377501,4031495,62-10 Woodside Ave,11377,Multifamily Housing,0,1986,70240,1,5,109.1,,,3.38,Multifamily Home,,0,1900265.63,82,1875900,,,63,,,,
4050510001,4114755,144-07 Sanford Ave,11354,Multifamily Housing,0,1951,77998,1,6,127.2,,,8.04,Multifamily Home,,0,906411.45,108,139700,,,84,,,,4144630.56
3067590034,3181718,1580 East 13th Street,11230,Multifamily Housing,0,1961,80560,1,6,118.7,,,4.76,Multifamily Home,,0,1049971.35,98,5309100,,,84,,,,
1017780006,"1084333;1054510;1087219;1803517",2146 Lexington Ave,10035,Multifamily Housing,0,1984,115597,1,8,197.5,,,7.48,Multifamily Home,,0,3033612.61,247,10868400,,,131,,,0,
1015940042,"1078799;1078798",16 West 111th Street,10026,Multifamily Housing,0,1980,55489,2,5,106.7,,,4.83,Multifamily Home,,0,1071507.89,156,357900,,,99,,,4442395.41,
4033220156,"4433890;4433891",83-83 118th Street,11415,Multifamily Housing,0,1954,155526,2,6,120.6,,,4.69,Multifamily Home,,0,2156888.98,150,10595100,,,150,,,,
4014460045,4035593,34-41 85 Street,11372,Multifamily Housing,0,1946,184916,1,6,78.5,,,4.34,Multifamily Home,"{'Multifamily Home': 184916.0, 'Parking': 14500.0}",0,2026414.1,170,882000,,,145,,8804332.29,,
4007090028,4012495,44-14 Newtown Road,11103,Multifamily Housing,0,1930,93669,1,6,104.7,,,4.38,Multifamily Home,,0,1069607.41,120,6179000,,,110,,,416099.24,
4051370055,4115902,138-10 Franklin Ave,11355,Multifamily Housing,0,1961,233437,1,15,114.1,,,7.11,Multifamily Home,"{'Multifamily Home': 233437.0, 'Parking': 7800.0}",0,3163606.4,226,1073100,,,194,,20623393.85,,
1021700083,1064058,4500 Broadway,10040,Multifamily Housing,0,1925,75289,1,6,103.2,,,4.56,Multifamily Home,"{'Multifamily Home': 72289.0, 'Other': 3000.0}",0,1425946.45,108,,,,73,,,,4542527.37
1021190036,1062836,2036 Amsterdam Avenue,10032,Multifamily Housing,0,1983,135070,1,6,140.5,,,5.29,Multifamily Home,,0,2744701.51,205,9282000,,,110,,,,
1017670016,1054347,135 East 118 Street,10035,Multifamily Housing,0,1975,216867,1,18,152.7,,,4.64,Multifamily Home,"{'Multifamily Home': 206867.0, 'Retail': 10000.0}",0,7850329.6,268,6648200,,,134,,,,
1016170001,"1086046;1802992;1802990;1800294;1800292;1800290; 1800288;1800285;1051627",1325 5th Avenue,10029,Multifamily Housing,0,1989,101287,1,6,181,,,6.57,Multifamily Home,"{'Multifamily Home': 87121.0, 'Other': 14166.0, 'Parking': 10091.0}",0,2891540.34,125,8172100,,,71,,,,
4050457501,4114294,41-40 Union Street,11355,Multifamily Housing,0,1974,265383,1,17,171,,,9.34,Multifamily Home,,0,5756252.13,265,4094600,,,351,,,,19207536.51
1008470029,1016148,37-41 East 18th Street,10003,Storage/Shipping/Non-Refrigerated Warehouse,0,1900,79622,1,10,135.5,,,4.89,Other,"{'Retail': 6000.0, 'Other': 73622.0}",0,2741944.62,,,,,,,,,5166268.23
2031530009,2013600,2488 GRAND CONCOURSE,10458,Retail (Misc),0,2004,100993,1,4,259.8,,,8.75,Office,"{'K-12 School': 292.0, 'Retail': 35521.0, 'Other': 15846.0, 'Medical Office': 2188.0, 'Office': 47146.0}",0,6813825.42,,484200,,2.3,,,,,3801168.71
4012790046,4029671,35-45 79th Street,11372,Multifamily Housing,0,1939,88938,1,6,125.1,,,5.0,Multifamily Home,,0,1040479.16,81,6008400,,,78,,,,
4097160126,4207885,142-10 Hoover Avenue,11435,Multifamily Housing,0,1958,126714,1,6,136.2,,,5.26,Multifamily Home,"{'Multifamily Home': 126714.0, 'Parking': 9600.0}",0,2112836.64,112,1120800,,,124,,,72854.12,
1008017502,1015027,150 W 26 Street,10001,Multifamily Housing,0,2000,53491,1,9,116,,,5.03,Multifamily Home,"{'Multifamily Home': 43500.0, 'Retail': 9991.0}",0,1197803.07,48,838500,,,27,,,0,
4050530011,"4114815;4832058",147-25 Sanford Ave,11355,Multifamily Housing,0,1963,76670,1,6,140.9,,,7.5,Multifamily Home,,0,1335166.78,73,814500,,,90,,6379763,,
4033220024,"4433887;4433886",118-66 Metropolitan Avenue,11415,Multifamily Housing,0,1954,154818,2,6,112.5,,,4.32,Multifamily Home,,0,2096936.72,141,10112100,,,148,,,,
4015640058,4039107,4125 CASE STREET,11373,Multifamily Housing,0,1961,113477,1,6,114.6,,,4.52,,,,,,,,,,,,,
5028297501,"5095362;5157402;5809211",31 Hylan Blvd,10305,Multifamily Housing,0,1989,72279,2,14,99.6,,,3.41,Multifamily Home,,0,1477563.19,115,2985900,,,61,,,,
5035437501,5091251,175 Zoe St,10305,Multifamily Housing,0,1986,70000,1,6,148.5,,,5.48,Multifamily Home,,0,1857960.24,101,4727200,,,100,,,,
3060890044,3154819,9040 Fort Hamilton Parkway,11209,Multifamily Housing,0,1955,77733,1,6,122.8,,,4.79,Multifamily Home,"{'Multifamily Home': 77733.0, 'Parking': 900.0}",0,1057221.85,68,5477800,,,84,,,,
1014330034,1044178,230 East 79th Street,10075,Multifamily Housing,0,1964,86731,1,19,196.7,,,11.89,Multifamily Home,,0,4372228.92,85,310200,,,110,,,,
3062990032,3163920,8100 Bay Parkway,11214,Multifamily Housing,0,1939,98000,1,6,215.9,,,8.91,Multifamily Home,,0,1579858.36,98,7515400,,,84,,,,
5002507501,5006783,215 Hart Blvd,10301,Multifamily Housing,0,1931,75000,1,6,95.8,,,5.39,Multifamily Home,,0,792805.5,74,,,,64,,5185360.41,,
4033220014,4079389,118-40 Metropolitan Ave,11415,Multifamily Housing,0,1928,100128,1,6,101.9,,,3.88,Multifamily Home,,0,1310317.18,137,3700000,,,82,,,,0
4050210025,4113632,40-04 Bowne St,11354,Multifamily Housing,0,1920,101024,1,6,85.9,,,4.67,Multifamily Home,"{'Multifamily Home': 91297.0, 'Other': 9727.0}",0,1412083.5,115,470000,,,63,,,,4939786.5
4014320039,4035191,33-51 84 Street,11372,Multifamily Housing,0,1932,58633,1,6,105.8,,,4.17,Multifamily Home,,0,621632.28,54,4074600,,,48,,,,
3066810440,3178664,1850 Ocean Pkwy,11223,Multifamily Housing,0,1938,106575,1,6,81,,,3.11,Multifamily Home,,0,1031676.2,266,5331700,,,70,,,,
4031550055,4074628,97-07 67th Avenue,11374,Multifamily Housing,0,1958,54271,1,6,123.7,,,4.91,Multifamily Home,,0,772469.98,44,3384500,,,62,,,,
1019950016,1059883,45 Tiemann Place,10027,Multifamily Housing,0,1907,67652,1,6,111.2,,,5.83,Multifamily Home,,0,987398.68,114,0,,,93,,,4672621.64,
1020070036,1060035,561 Lenox Ave,10037,Multifamily Housing,0,1910,66367,1,6,87.1,,,2.51,Multifamily Home,"{'Multifamily Home': 61367.0, 'Retail': 5000.0}",0,2604413.72,51,269200,,,68,,,,
